video_id,author,text,publishedAt
pRIplSVOfhE,@arvindkumarsrivastava8773,"जब बॉम्ब फटता था
तब बहुत सुरक्षित था
वाह रे रन😂😂😂😂",24/09/25 15:36
pRIplSVOfhE,@Anooppandey1000,Wrong statement by Arundhati Roy,24/09/25 15:03
pRIplSVOfhE,@vcerocks3287,Same...,24/09/25 14:12
pRIplSVOfhE,@dilipdandekar5645,She should leave India immediately. She is Anti India.,24/09/25 14:01
pRIplSVOfhE,@practiceexam-i2h1n,"very quietly and intentionally putting things in people head.
everyone has ability to think  you worry about yourself 
stop addresssing people by religion.
she looks old still she did not know  we all are indian budhiya sudhar ja",24/09/25 13:23
pRIplSVOfhE,@prakashsingh6976,"Yh, now everyone knows how muslim  act example like london, france, Italy 😂😂😂 stop this fing propoganda",24/09/25 12:41
pRIplSVOfhE,@kausarmazari9289,How dare they treat people who were born in India that way irrelevant what faith. Respect humanity,24/09/25 12:17
pRIplSVOfhE,@VijaySharma-kp7bv,Every wise and sentimental person who loves his or her nation desires to that our country's present state if our country's constitution followed honestly Arundhati Roy views will be changed,24/09/25 11:55
pRIplSVOfhE,@suresh-dv7he,"Massacre, where? 
Be specific - don't abuse freedom of speech. That's bigotry.",24/09/25 11:41
pRIplSVOfhE,@suresh-dv7he,"Massacre, where? 
Be specific - don't abuse freedom of speech. That's bigotry.",24/09/25 11:41
pRIplSVOfhE,@Daw1985-m7b,She is the only legend journalist of India,24/09/25 11:41
pRIplSVOfhE,@GiniGini-lt7um,VERY TRUE...M'AM.,24/09/25 07:16
pRIplSVOfhE,@rajatecian1,"I just have to say… things are never black and white but in between. She seems to be color blind in that sense.

Right wing Hindu is as responsible as right wing Muslim for current situation. This is sad but calling out one side doesn’t make other good. They are equally bad.",24/09/25 06:04
pRIplSVOfhE,@tarunpaliwal3011,Bus apko english anni chahiye ghatiya se ghatiya baat bolkr bhi intellectual ban sakte ho,24/09/25 04:39
pRIplSVOfhE,@Shabbir1277,"The comment section justifies her concern. Thank you, brave lady.",24/09/25 03:13
pRIplSVOfhE,@howling-heart,"You are such a hypocrite, and betray your own people while we struggle with challenges of such  large population that  make up 20 % of world population . Yet we have come so far despite the good and bad aspect  of western  technological and industrial adventure,  we preserved our culture and integrity.  

And here you are speaking lies and protecting dangerous and orthodox islam  that refuse to reform and spreading hate towards your hindu brothers while talk about dividing India further and give these evil doers an integral  part of India called kashmir.  

I am not pro bjp or anything but I am against lies and dangerous conspiracy that Islam has conspired . Indeed Truth Wins ( Satyamev Jayate ) .",24/09/25 02:39
pRIplSVOfhE,@Life_love_guru,India will be safe for her when it's broken up and Maoists rule.,24/09/25 02:10
pRIplSVOfhE,@rafeeqahmedbangi9763,Thank u madam you have stood with downtrodden people and raising voice against andhbhakt.,24/09/25 01:59
pRIplSVOfhE,@PradeepSingh-x6p,"Respected ma'am, it's not only in india, it's all over the world including the USA, uk , all Arabian national, Europ, every were people against Indians immigrants send out, why are you not speaking about that, so many Hindu killed in pakistan and Bangladesh why are you not opened your mouth 👄,",24/09/25 01:57
pRIplSVOfhE,@notadonna5983,Let's all take 2 minutes a day to pray for the liberation of all oppressed people and do all we can to help.❤,23/09/25 23:54
pRIplSVOfhE,@fanofSRH,When you fear your funding will be stopped😂😂😂 Dont be sad one day you will be sent to your fundraising countries... really need to send these people to jails not to interviews,23/09/25 19:21
pRIplSVOfhE,@Ash-i9e,Where do you want to go madam.. I will take you... dont consume cheap drugs... please stay at home drining and fagging... everything will be ok and dont forget to change your pads... take care mom and please stay away from cheap drungs and people... 🎉,23/09/25 18:11
pRIplSVOfhE,@arupkantipal3662,😂😂😂😂😂😂,23/09/25 18:08
pRIplSVOfhE,@RahulBhattacharya-rm6bv,Dear madam I hope you are talking about the massacre happened in Kashmir....or bastar.....or direct action day....or all this were a propaganda for you,23/09/25 17:06
pRIplSVOfhE,@bobbysingh8974,"India is a biggest anarchy in the world.
RSS is killing innocent minorities everywhere everyday.
RSS raped nuns in church while shouting slogans ‘Jia Shri Ram’….!!
No one convicted..!!",23/09/25 15:59
pRIplSVOfhE,@idealtom,She is the Iron lady of India. Bows down to no one🎉🎉🎉,23/09/25 15:31
pRIplSVOfhE,@AmeetS,Change your dealer... Should be helpful..,23/09/25 15:26
pRIplSVOfhE,@trainingtutorAnju,🇮🇳,23/09/25 13:58
pRIplSVOfhE,@tangosrin,Paranoia,23/09/25 12:18
pRIplSVOfhE,@maxyogi,Crocodile tears.,23/09/25 12:10
pRIplSVOfhE,@anilkaralamangala1431,"Stool Brains get nominated to high awards is what the GenZ of India know very well😂🤣 Thougjt she only wrote, maybe next she could be nominated to the Oscar 😂😂",23/09/25 11:37
pRIplSVOfhE,@mayapurchandradas1964,Better leave the country. Your safety is more important.,23/09/25 10:29
pRIplSVOfhE,@RahulThakur-w4k,She was freiend of yasin malik😂,23/09/25 10:28
pRIplSVOfhE,@luitbaishya1581,"she is missing getting coverage n ignored by the public.

she is missing being in the spotlight 😅",23/09/25 10:22
pRIplSVOfhE,@pragatiandpari,"Don't think. Just name one place where you think u will be the safest. With due respect everything will be provided and made possible to shift you to that place. This is what I think. 
U think u r unsafe. I feel u are really ""_______"" obviously u won't be able to create any fresh piece of literature. 
All the best.",23/09/25 08:12
pRIplSVOfhE,@manashbhattacharjee8572,Where? Still living in it?😅😅,23/09/25 08:03
pRIplSVOfhE,@DesiPattern,"Dear storyteller's, just take it lite. She was just trying to say that whatever happening in india today, it was completely opposite until 2014. That's it. We love today's india and she loves India which was before May-2014. Understood?
Basically, we Indians doesn't care what the fuck she (Roy) thinks & writes. Thank you.",23/09/25 08:03
pRIplSVOfhE,@inexorableratul,😢😢,23/09/25 07:38
pRIplSVOfhE,@anitakulshrestha3007,"Isko  terrorist ke saath haath milana pasand hai 
Ab terrorist nhi mil rahe to pareshaan hai 
Jisne pura Kashmir jalaya 
Hindu ko bhagaya 
Uske saath dosti hai 
To ab to pareshan hogi hi",23/09/25 06:08
pRIplSVOfhE,@teri_maut_,"Mass killing?😂
Normally hindus are fearing from muslims. You can't live in a muslim surroundings, go and visit west bengal. Go and visit kashmir or in UP's muslim area.
Go and see the condition. She's just barking from her A.C room.
Muslim rules and haunting hindu civilization wheather jain, sikhs, budhists. 
It's in whole world.",23/09/25 04:42
pRIplSVOfhE,@JafferSadiq-y8b,"Madam if you understand the SCRIPT OF ZIONISTS you will understand the future......nwo ...ie human slavery agenda2030....only ISLAM is the WALL standing between Freedom & slavery,hope you understand.",23/09/25 04:37
pRIplSVOfhE,@mukeshdang3138,So true.,23/09/25 04:13
pRIplSVOfhE,@rakeshjha9384,"तुम लोग ने कांग्रेस को डुबाया प्रजातंत्र के नाम पर.
स्मॉल पार्टी, एनजीओ बहुत मज़ा किया जिससे तब के विपक्ष को मौका
आज के शासन में छोटे पार्टी चुपचाप लगे है सरकार भी कमाने लगी",23/09/25 03:48
pRIplSVOfhE,@VijayKumar-mvveeeee,"You anti Indian get lost from India, if you are not safe getout of India.",23/09/25 03:05
pRIplSVOfhE,@Mentor-o1f,"India has turned into a country of stone age ,zero focus on development and rising prices ,all focus is on suprresing minorities",23/09/25 02:19
pRIplSVOfhE,@spookyfish6981,Much respect to you,23/09/25 01:06
pRIplSVOfhE,@TajamalGhumman,❤🇵🇰🫡,22/09/25 20:59
pRIplSVOfhE,@nagukrithi5990,"If Arundati Roy is not happy then India is growing economically and is successful. She hates a successful India. For her, India should always be a beggar country and that is what she prefers. Hindus should cease to exist is her thumb rule.  People like Arundati Roy were instrumental in changing the real history of India. For people like her, the history of India starts with Mughals and then Brits and nothing else. She is #1 hypocrite who will sell their souls to the devils if it involves money.",22/09/25 19:45
pRIplSVOfhE,@PradeepKumar-bu1pd,We can understand. We are strongly agree with you ...,22/09/25 18:24
pRIplSVOfhE,@Gully802,exactly very bad and difficult  situations india has been dragged into. bulldoging arbitrarily,22/09/25 17:20
pRIplSVOfhE,@sunitgupta4369,Arundhati Roy is the person who Befooled Hindus for Decades !! She can't face or Speak the Truth  .,22/09/25 17:01
pRIplSVOfhE,@dramamur,What rubbish!,22/09/25 16:20
pRIplSVOfhE,@tenzinnorbu134,Venom,22/09/25 16:18
pRIplSVOfhE,@Wonderboy9-i8q,"You just have to practice Kali and Kalabhairava,to protect yourself and others! Jay Kalimaa!",22/09/25 15:01
pRIplSVOfhE,@sana6676,May Allah bless u dear sister❤,22/09/25 15:01
pRIplSVOfhE,@PTELanguageInstitute,She is the one smiling activist who is paid to speak only bad about INDIA by the Congress. Where were you when Congress was massacring Hindus in the 70's and 80s. Where is your voice pointing to a calamity? Muslims looted INDIA look at history.,22/09/25 14:25
pRIplSVOfhE,@JanaranjanParhi-vv5bk,"Please get out you toolkit anti-national, namak haraam",22/09/25 14:12
pRIplSVOfhE,@manojchauhan.channel,Rand,22/09/25 14:00
pRIplSVOfhE,@maryterhase5712,Ma’am you’re the voice of our country ❤,22/09/25 12:01
pRIplSVOfhE,@DavekiSegaranNair,What the terrorists did in Pahalgam cannot be forgiven.,22/09/25 11:54
pRIplSVOfhE,@DavekiSegaranNair,It all started because of the mission of the terrorists aim of Islamization of India. Bharath will never allow it. Ask the Islamic terrorists to stop first before blaming others.,22/09/25 11:53
pRIplSVOfhE,@akmonnappa7978,Maybe Afghanistan is safer!😮,22/09/25 11:03
pRIplSVOfhE,@kaypeebp-uz9lz,"AC room, glass of wine, pen and paper and a corrupt mind..... Who is stopping you ma'am.",22/09/25 10:02
pRIplSVOfhE,@anuragbanerjee2879,Yes WB is banning Taslima Nasin to come to Calcutta,22/09/25 09:44
pRIplSVOfhE,@aruproy7626,Doesn't she find any other way to stay relevant !! Its as if she lives in Gaza type situation n still enjoy the freedom of speaking utter rubbish !!,22/09/25 09:30
pRIplSVOfhE,@SLOTspeed47,If u feel so unsafe go & live from where u received Booker prize,22/09/25 09:08
pRIplSVOfhE,@SLOTspeed47,Name the M--lim brotherhood where mas$ killi-g is happening? Don't spread false propaganda.,22/09/25 09:07
pRIplSVOfhE,@ManishKumar-cc9nn,Why she doesn't raise her voice for Kashmiri pandits,22/09/25 08:34
pRIplSVOfhE,@Trader98V,😂😂😂,22/09/25 08:10
pRIplSVOfhE,@medcare-YT,Arundhati are you born before 1990 ?,22/09/25 07:40
pRIplSVOfhE,@michellegomes9154,We people of India are the reason why bjp is winning. Sorry to say this but we live like a chalta hai attitude. We need to start  question. When everyone starts questioning then only bring about a change. We Indians are scared and controlled by just a group. This is sad. If we all rise up. It will take just seconds to bring down this government.,22/09/25 02:36
pRIplSVOfhE,@zzzbapuji,Thanks Mam for voicing our concerns.,22/09/25 02:35
pRIplSVOfhE,@SanchitOP,Are we still living in democracy ?,22/09/25 01:19
pRIplSVOfhE,@meirzibran5158,It’s your choice and opinion,21/09/25 23:23
pRIplSVOfhE,@Consciencekeeper1,Arundhati is Right...,21/09/25 22:32
pRIplSVOfhE,@Sajidsheikh-c1t,"Madam you are in pray of many indians...
We are proud of you and your circle.....
Love you love you love you......
❤❤❤❤❤❤❤",21/09/25 19:35
pRIplSVOfhE,@bhavanikumar9513,"టాక్స్ దొబ్బుడమే తను సాధించిన ఘనత గా చెప్తున్నాడు. అంటే ప్రభుత్వం ఉన్నది టాక్స్ లు దొబ్బె ఒకే ఒక పని కోసమేనా? 
మరి ఆ దొబ్బే పని బ్రిటిష్ కూడా చేసింది కదా? ఆ మాత్రం దానికి మోడీ ఎందుకు? 
అంటే దేన్నైనా ఘనతగా చెప్పేయోచ్చా?

ఇక అభివృద్ధి చేద్దాం, సాధిద్దాం అంటున్నాడు. పదేళ్ళ దాకా గుర్తుకు రాలేదా? 
పదేళ్లు ఎవరైనా అడ్డం పడ్డారా? చేయొద్దని చెప్పారా? 
అభివృద్ధి ఉద్యోగ అవకాశాలు లేవనే కదా అన్ని ప్రజల చానల్స్ నిలదీస్తున్నాయి. మళ్లీ మన మాటే  మనకు అప్పజెప్పే ఆ స్పీచ్ ఏమిటి? అంటే భారతీయులు దద్దమ్మ నాయాళ్ల?

అభివృద్ధి సాధించాలి అంటున్నాడు, మరి 11 ఏళ్లు టాక్స్ లు ఎందుకు దొబ్బినట్లు? మరి అభివృద్ధి సాధించకుండా ఆ టాక్స్ డబ్బులు ఏం చేశావు? ఇంతవరకు అభివృద్ధి సాధించకుంటే టాక్స్ డబ్బులు వాపస్ చేయాలి. ఎలా ఉంచేసుకుంటాడు?

 పెట్రోల్ ధరలు తగ్గించడానికి వచ్చిన మోడీ, తగ్గించే బదులు 3 రెట్లు పెంచేశాడు. మళ్లీ రూపాయి విలువ 50 నుంచి 89 కి దివాలా తీయించాడు. పెట్రోల్ కు డబ్బు లూ దొబ్బా డు, రూపాయి విలువ నాశనం. దరిద్రానికి దరిద్రం రెండునూ. చేసింది లేదు గాని, ఫ్రీగా తిరిగిన రోడ్లు, ఇప్పుడు డబ్బులు కట్టకుంటే తిరగడానికి లేదు, అని టోల్ గేట్లు. వ్యాపారస్తులు వ్యాపారానికి తప్ప రోడ్డు ఎక్కడానికి లేదు.

ఏమిటో ఈ ఉపన్యాసం వినే వీళ్లు మూర్ఖులే అని నిర్ధారించాడా? బత్తాయి గోమూత్రం గాళ్లు 3-4% మాత్రమే ఉంటారు. వాళ్లను చూసి అందరూ మూర్ఖులే అనుకుంటే ఎట్లా? పనికిమాలిన దద్దమ్మలు అనుకుంటే ఎట్లా?",21/09/25 13:58
pRIplSVOfhE,@bhavanikumar9513,"Indians are of feudal mentality, false Pride mongers, and self exalting cult psychology. 
So Godi media is taking advantage of this weakness of Indians and making business out of it. It is a spreading false narratives, false Pride producing- manipulated histories to damage the brains of youth.
 women like Arundhati is only the hope to Bharat.",21/09/25 12:27
pRIplSVOfhE,@bhavanikumar9513,"Bharat is missing you madam.
 Bharat is under attack by Fascists & filthy rich monopolising traders. Arundhati like women are the only hope to Bharat to come like Durga Devi to save Bharat from these fascist looters.",21/09/25 12:22
pRIplSVOfhE,@umeshdongare1647,Total lie,21/09/25 11:46
pRIplSVOfhE,@idgaindian,India didn't become dangerous... You are trying to turn indian against India.. then playing a victim card... Shameless,21/09/25 11:39
pRIplSVOfhE,@StacyJordan-cl1ve,"I'm not sure how old this video is, be assured things are getting in a space for change , devine takes things in control , things go totally worst and then something more interesting happens truth , emerges , and a new model for country and world is formulated so that nothing like this happens again. That can happen only if we follow the old model of societies structure with modern approach , and there were many who contributed in the making of this nation and they never go away , they come back in a new form .",21/09/25 11:30
pRIplSVOfhE,@psyt2025,"Don't tell lies 😮, Say both sides of the story in India !!
Say something about conditions of Hindus in Bangladesh and Pakistan  !!",21/09/25 11:28
pRIplSVOfhE,@skkhaledurraheman4859,Brave Lady ❤,21/09/25 11:18
pRIplSVOfhE,@ravijeeverma876,Leave just leave my country,21/09/25 10:24
pRIplSVOfhE,@dkenchambax,Anti nationals..,21/09/25 10:15
pRIplSVOfhE,@abhiastheysay,Mass killing?? I have lost all respect for you. Are you lost all sanity? U do need medical attention,21/09/25 10:05
pRIplSVOfhE,@afaquemohamedhabib323,"If people like you are fearing the state,then what happens to the hapless and powerless citizens?.",21/09/25 09:09
pRIplSVOfhE,@humairamahmud8254,Pakistan is in the same condition,21/09/25 08:00
pRIplSVOfhE,@humairamahmud8254,"Immense respect for you, Ms Roy.",21/09/25 07:59
pRIplSVOfhE,@vishalmukherjee1876,It is so dangerous to live in India but still living,21/09/25 05:39
pRIplSVOfhE,@JatinderPhoolka,Literature holds a mirror  to the age.What can you pen down .....,21/09/25 03:04
pRIplSVOfhE,@positionvector,Ms Roy is 100% true. I pray for her safety and persons like herself who are at their DNA secular and anti fascist,21/09/25 02:12
pRIplSVOfhE,@ShonketRay,"No point cribbing to third parties, would rather have an open debate with her likes of intellectuals on both left/right and politicians debate on facts on a common platform",20/09/25 23:02
pRIplSVOfhE,@PunitKhanna-s2i,You are literally hallucinating ma'am,20/09/25 19:47
pRIplSVOfhE,@PunitKhanna-s2i,You are absolutely wrong & anti national,20/09/25 19:46
pRIplSVOfhE,@roshanpatel7014,Traitor,20/09/25 19:25
pRIplSVOfhE,@DidwmNarzary-jq4hb,"Arundhati Roy a bengali women should know that illegal immigrants have entered India since Bangladeshi independence as of today Bengal have sheltered Millions of Bangladeshis and millions have received permanent citizenship through illegal work's of government people in India, Me myself as a people from largest minority from Assam have faced many difficulties we even had a communal violence against Bengali speaking Bangladeshi in 2012 thanks to BJP government they are bulldoze now in illegal lands and i pray they drive all illegal immigrants out of my country.",20/09/25 19:02
pRIplSVOfhE,@arpitpatra,😂😂😂 she does not live in india,20/09/25 18:08
pRIplSVOfhE,@New-kg6yy,"Dramebaaz aurat
😂😂😂😂😂😂😂😂😂",20/09/25 17:37
pRIplSVOfhE,@nitesh8604,If commies and naxals like feel unsafe in india.  Then india is surely in the right path and progress,20/09/25 16:43
pRIplSVOfhE,@nitesh8604,Then plz leave india ....,20/09/25 16:37
pRIplSVOfhE,@sreedhar8106,"Whatever she says, the exact opposite is happening in India — in Kashmir, West Bengal, and Kerala, where demographics have been altered by Muslims, and native Hindus are being lynched and killed every day.",20/09/25 16:06
pRIplSVOfhE,@samreads,What a joke she is.,20/09/25 14:29
pRIplSVOfhE,@ashokreddyreddy3973,Don't exaggerate 😅😅😅,20/09/25 13:06
pRIplSVOfhE,@muhamedhusain7517,The most terrible time after our independence!,20/09/25 12:45
pRIplSVOfhE,@RizwanPathan-d5s,"Godi is most ignorant arrogant criminal minded, destructive divisive toxic communal fanatic hate monger monster",20/09/25 11:52
pRIplSVOfhE,@RizwanPathan-d5s,Godi has destroyed every institutions of the country democracy constitution humanity social harmony and peace,20/09/25 11:52
pRIplSVOfhE,@RizwanPathan-d5s,Justice for Gujrat genocide victims is due,20/09/25 11:51
pRIplSVOfhE,@RizwanPathan-d5s,The UN and ICC must investigate Gujrat genocide and Godhra train conspiracy and atrocities against Muslims under Godi and his gang,20/09/25 11:51
pRIplSVOfhE,@RizwanPathan-d5s,Godi means deaths division destruction hatred and violence against innocent Muslims,20/09/25 11:49
pRIplSVOfhE,@poornimasbhatENT,"Wow... mam.. you are the voice for the voicelss.. please raise voice for the Hindus getting destroyed in bengal too..
Just like u raised voice for the mass killings of kashmiri pandits...🙏🙏
Oh sorry.. you must be out of station at that time.. so u had no clue.🙏🙏",20/09/25 11:11
pRIplSVOfhE,@ShadAlam-k4g,Imagine how 20 million Muslims are just suffering for the last 11 years.,20/09/25 10:41
pRIplSVOfhE,@RajdharmvirsinghChvda,Chup randi,20/09/25 09:46
pRIplSVOfhE,@MdFaiyaz-xb7xi,Jingoism is peak in india,20/09/25 08:02
pRIplSVOfhE,@hiruahmedahmed8501,One of the best novelists of India,20/09/25 07:49
pRIplSVOfhE,@pawanbadhla424,"Ma'am, you will enjoy living in an Islamic state. Leave early.",20/09/25 07:16
pRIplSVOfhE,@InternetUser-b8c,Satisfaction level 🌻,20/09/25 06:06
pRIplSVOfhE,@PositiveVibes360,An outspoken Lady,20/09/25 05:46
pRIplSVOfhE,@thiba63,Please stop  all your stupid lies.You gone crazy.,20/09/25 05:30
pRIplSVOfhE,@BeHappy-m8u,Your all words are the words of majority in india 💯 true. The Govt need same treatment as in Nepal and Bangladesh else this will capture the young growing mind to corruption and hate.,20/09/25 05:04
pRIplSVOfhE,@nurunnahar2964,It is very confusing to apprehend that in 2025 that Hindu Muslims issues can take  lives in India .I hope this evil does not spread in the neghbouring countries.,20/09/25 04:55
pRIplSVOfhE,@sanmis15,"You are free to leave this dangerous country and live in peaceful land of Afganistan, Syria or Libya. Also if you are planning to shift to the Land of Boko Haram I would finance a one way ticket.",20/09/25 04:07
pRIplSVOfhE,@roshanmayan,Dont worry this is kalyug.Death is beautiful for pure soul.Worldly power is temporary hatred is temporary but unconditional love is the only remedy and uplifting of ones soul,20/09/25 03:10
pRIplSVOfhE,@MirdhaHealthcare,"Totally Hypocrisy.....
Penguin has published your last book ....
Am I right ?
Everybody know ....what's Penguin Publication?",20/09/25 02:32
pRIplSVOfhE,@Sniptool,"She  truly representing the idea of India ehich our forefathers dreamed about, where every citizen is equal & all castes & religions are celebrated as same but on ground it was never been implemented actually it went from bad to worst.",20/09/25 02:30
pRIplSVOfhE,@vikramjaiswal4450,Mass killing?? How come no body knows  of any such recent mass killings ? I am also critical of govt. But common…sympathetic game is done.,19/09/25 21:26
pRIplSVOfhE,@FerozKhan-lt2cy,Salute you mam for speaking truth HINDUSTAN ZINDABAD 🎉,19/09/25 19:37
pRIplSVOfhE,@ickypatel7473,Shame on our present government,19/09/25 19:36
pRIplSVOfhE,@atulsahni4473,People who believe this  type of speechs n talks my suggestion to all those  please to other countries no sarcasm please do it,19/09/25 17:50
pRIplSVOfhE,@sentient24,"She is a beautiful soul living  in a world where there is so much hatred and chaos. May she live a lot longer so we all can see what humanity can be in its potentiality from the  stance of racial, religious and political diversity--the one she expresses so well in her writings.",19/09/25 16:44
pRIplSVOfhE,@mossmm73,"Congratulations to those whom voted for RSS BJP Modi 

See your country is going into hell by oppressing Minorities Mass Destruction of property mob Lynchings latest is Stealing Votes from living voters then getting beat in wars",19/09/25 15:11
pRIplSVOfhE,@sai.boyina,You are the voice of China. Voice of pakistan. Voice of the west. We want you to  live forever to see how india grows against you and your back end forces wish. Long live. 😂😂,19/09/25 13:51
pRIplSVOfhE,@kundanpowar5944,"India is safe country for celebrities like Ms Roy. 
Voices may be silenced but life will be spared .",19/09/25 13:48
pRIplSVOfhE,@azimwarsi4814,Thanks for uploading ❤,19/09/25 13:26
pRIplSVOfhE,@mdalfayedali7643,At least some people of India have spine to speak against injustice on muslims.,19/09/25 13:23
pRIplSVOfhE,@Vanammdh,"😂😂 you have go to moon peacefull life, can you tell me any country without any incident😂",19/09/25 12:58
pRIplSVOfhE,@MJ-hl1kk,"The very fact that, despite being so virulently anti-Hindu and pro-Islam in a Hindu-majority country that was enslaved by Islam for 800 years, she has lived to write another long spiel  ... like bull-moothra, for which I'm sure she'll be awarded by the WOKEDOM again ...",19/09/25 12:51
pRIplSVOfhE,@MJ-hl1kk,"Just another ignorant, malicious WOKE who is good at story-telling.",19/09/25 12:47
pRIplSVOfhE,@worldwide875,Low life woman,19/09/25 12:40
pRIplSVOfhE,@ramachandrareddy6814,"140 CRORE ARE HAPPY IN INDIA , THIS CRIMINAL LADY NOT, SO GOTO PAKISTHAN. THEY WILL ROSTE AND EAT IT, SINCE THERE IS NO BREAD AVILABLE IN PAK",19/09/25 10:31
pRIplSVOfhE,@ishwarchand6582,Rest  assur ued lady. U wl be safe here as long as u work for  love jihad no one wl touch u. I tellu what u can b a excellent pm of bharat,19/09/25 09:26
pRIplSVOfhE,@farhanaahmad4148,"Arundati Roy, thank you for your truth.",19/09/25 07:57
pRIplSVOfhE,@rahuldubey3764,"Ask her how many incident she has noticed and compare the same with incident happened before 2014 
Criminal incident has gone down like anything. There are cases but punishment was given
She will never mention (or down play) incident of Udaipur or lynching of Sadhus 
She is living in her own world.",19/09/25 06:38
pRIplSVOfhE,@hameedhaddad3172,V.honest lady talking through heart.,19/09/25 02:54
pRIplSVOfhE,@shahriyarshah4490,"The hindutva right wing bigots must be stopped. Their own citizens and ordinary Hindus are concerned regarding the current situation. Imagine the state of the Muslims, it's a nightmare for them",18/09/25 20:05
pRIplSVOfhE,@musabomair3022,"STAY STRONG MADOM , GOD BLESS YOU",18/09/25 18:54
pRIplSVOfhE,@paris737,Shame on her!,18/09/25 18:35
pRIplSVOfhE,@rverma5125,RR,18/09/25 17:36
pRIplSVOfhE,@rajkumarmonga7029,In that case please please please leave India and go to Gaza....Go to Pakistan and try to find out why Hindus there have become extinct.....,18/09/25 17:34
pRIplSVOfhE,@mansoormattil1264,"Be bold....All the best 👌 👍 😍 
YOU and you like people are our hope. 
Keep your bold pronouncement of realities....😊❤😊",18/09/25 16:46
pRIplSVOfhE,@DesiJugaarDIY,"Where ever right wingers takes over around the world ,  things gets dangerous for everyone and killing is normalized like a hobby .",18/09/25 15:47
pRIplSVOfhE,@ainarini238,"Thank you so much ❤❤ for standing for us, an Indian muslim",18/09/25 14:24
pRIplSVOfhE,@rajaatnaitthani3175,Ye log apne apko bhaut important samajte hai Jbki koi bhi normal log inhe janta he nehi 😂😂😂😂,18/09/25 14:14
pRIplSVOfhE,@narsimhaswrath9938,Which massacre and mass killing is she talking about currently in this right wing hindu government?,18/09/25 13:53
pRIplSVOfhE,@up6427,Shameless anti-national !,18/09/25 12:36
pRIplSVOfhE,@hruturaj1,"अरे बापरे, इंडिया में तो गाजा से भी बुरा हाल है। आजतक मुझे किसी ने बताया क्यो नही? मैं मिडल ईस्ट में हु, लेकिन मेरा फोन तो रोज होता है घर पे, रिश्तेदारों से, किसी एक नए भी नही बताया कि इंडिया उतनी बुरी हालत में है ☺️😁

अच्छा हुआ यह सोशल मीडिया आज उपलब्ध है, वर्ना ये वामपंथी क्या क्या नही बोलते इंडिया के बारे में। जिस देश का अनाज खाते है उसी से गद्दारी करते है 😂🤣",18/09/25 12:13
pRIplSVOfhE,@ushajambhulkar6688,Huge salute to your courage mam,18/09/25 11:37
pRIplSVOfhE,@Areebarealty,Please revert to islaam in solidarity..read Quran,18/09/25 11:14
pRIplSVOfhE,@ferozfersheikh5957,"you are concerned 😟 at least that much. Is there 🤔 here they ruin it a par .. still, they pretend and justify boastfully",18/09/25 10:50
pRIplSVOfhE,@npbajaj,The situation is further worsening every day,18/09/25 10:26
pRIplSVOfhE,@congress-n1y,Aunty why are you so upset,18/09/25 09:56
pRIplSVOfhE,@waterwave-r4r,She would have been dead by now if situation would have been that dangerous .. this banan activists built a plush bunglow for herself on tribal land n now crying like a typical liberandu,18/09/25 09:11
pRIplSVOfhE,@lankamatha5883,CURRENTLY WORLD MANY COUNTRIES ARE IN THE HANDS OF EVILS. AMERICA..INDIA...ISRAEL AND SO ON...,18/09/25 08:42
pRIplSVOfhE,@tomsberk2944,"The conscience of my beloved India has long been doped and intimidated to sleep by two heinous devils!Unless they' ve given their due reward, my country will go on weeping through genuine human beings like  Arundhathi! Wake up my beloved Country, go to the streets; the only way to  start that change is to start it on the streets of India!",18/09/25 08:30
pRIplSVOfhE,@dushyantparmar5973,She is so evil..,18/09/25 07:55
pRIplSVOfhE,@mukkg,"My Muslim brothers and as well Christians are together. 
Stop using the word dangerous. 

Think of Gaza,African Countries and other countries who are after war.
Stop lieing",18/09/25 07:15
pRIplSVOfhE,@crm6326,Nobody is going to kill you. You don’t have to worry about Muslims.,18/09/25 07:08
pRIplSVOfhE,@Muthu121212000,Voice of voiceless,18/09/25 06:28
pRIplSVOfhE,@roshanshetty3193,"When she told mass killings,I thought she was goin to talk about Pahalgham,but no,obviously...she has a narrative that is oblivious to  what is around her...same things plays in a loop in her head",18/09/25 06:26
pRIplSVOfhE,@simplypes6162,"Drama queen.
Leave this country",18/09/25 05:56
pRIplSVOfhE,@Septemberhello,Why did she not speak about the lower castes girls being raped and their private parts cut off and killed brutally,18/09/25 05:20
pRIplSVOfhE,@perepaprabhakarasarma3150,Don't get emotional and no need to get worry as Sexular Hindus are always support you and likewise people and will return their Awards and many great lawyers will stand in que to defend in SC if needed. Sexularism zindabad judiciary zindabad,18/09/25 05:14
pRIplSVOfhE,@balboora8092,"The communal poison being spewed by right wing Hindus is despicable and disgusting. They have no right to spread hatred towards anyone who doesn’t agree with their views and beliefs.
The governments of the day must be held accountable by the law abiding citizens.",18/09/25 04:18
pRIplSVOfhE,@balboora8092,"The communal poison being spewed by right wing Hindus is despicable and disgusting. They have no right to spread hatred towards anyone who doesn’t agree with their views and beliefs.
The governments of the day must be held accountable by the law abiding citizens.",18/09/25 04:18
pRIplSVOfhE,@raamkey,U r anti hindu and anti india,18/09/25 04:08
